unnamed	gi|10720355|sp|Q57105.1|Y298_BORBU	23.83	214	151	12	39	246	13	220	4e-13	69.7
unnamed	gi|2496796|sp|Q04737.1|Y751_SYNY3	25.97	181	97	37	118	267	59	233	0.009	40.0
unnamed	gi|134035048|sp|Q8BRH0.2|TMTC3_MOUSE	36.36	55	34	1	159	213	587	640	0.034	38.9
unnamed	gi|134035048|sp|Q8BRH0.2|TMTC3_MOUSE	22.78	158	100	22	66	203	580	735	0.27	36.2
unnamed	gi|75332921|sp|Q96301.1|SPY_ARATH	23.42	158	96	25	108	241	96	252	0.038	38.9
unnamed	gi|75332921|sp|Q96301.1|SPY_ARATH	27.27	99	68	4	159	257	348	442	9.9	31.2
unnamed	gi|6094348|sp|O59787.1|SRP72_SCHPO	23.32	193	133	15	60	250	4	183	0.088	37.7
unnamed	gi|75318061|sp|O23052.1|Y1515_ARATH	32.53	83	54	2	155	237	360	440	0.14	37.0
unnamed	gi|75160474|sp|Q8S8L9.1|Y2245_ARATH	34.12	85	52	4	153	236	353	434	0.21	36.6
unnamed	gi|215274203|sp|Q49AM3.3|TTC31_HUMAN	28.97	107	72	4	159	265	324	426	0.31	35.8
unnamed	gi|347595775|sp|Q8IUR5.3|TMTC1_HUMAN	31.34	67	43	3	170	236	614	677	0.54	35.4
unnamed	gi|75318847|sp|O82422.1|SPY_HORVU	25.16	159	94	25	107	241	86	243	0.71	35.0
unnamed	gi|41018109|sp|Q96EQ0.1|SGTB_HUMAN	27.43	113	64	18	98	210	94	188	0.83	34.3
unnamed	gi|2842595|sp|Q58741.1|Y1345_METJA	23.97	146	95	16	107	236	165	310	1.1	33.9
unnamed	gi|465496|sp|P33746.1|SOLR_CLOAB	25.30	83	61	1	158	240	83	164	1.2	33.9
unnamed	gi|52783415|sp|Q8VD33.1|SGTB_MOUSE	26.55	113	65	18	98	210	94	188	1.2	33.9
unnamed	gi|81912832|sp|Q80W98.1|SGTB_RAT	26.55	113	65	18	98	210	94	188	1.3	33.9
unnamed	gi|2833599|sp|Q58208.1|Y798_METJA	32.31	65	43	1	156	220	151	214	1.5	33.5
unnamed	gi|75330646|sp|Q8RVB2.1|SPY_SOLLC	28.57	105	71	4	159	263	353	453	1.8	33.5
unnamed	gi|75330646|sp|Q8RVB2.1|SPY_SOLLC	26.51	83	60	1	159	241	176	257	8.5	31.6
unnamed	gi|308153433|sp|P14922.2|CYC8_YEAST	28.97	107	58	18	78	184	286	374	2.0	33.5
unnamed	gi|37088302|sp|Q86TZ1.1|TTC6_HUMAN	23.47	98	66	9	51	139	335	432	3.0	32.7
unnamed	gi|74996491|sp|Q54DA8.1|STIP1_DICDI	28.57	70	49	1	159	228	27	95	3.4	32.7
