unnamed	gi|259491502|sp|C4L8X4.1|IF2_TOLAT	47.79	136	59	12	185	313	99	229	5e-09	61.6
unnamed	gi|259491502|sp|C4L8X4.1|IF2_TOLAT	37.70	191	90	29	165	354	70	232	4e-07	55.5
unnamed	gi|259491502|sp|C4L8X4.1|IF2_TOLAT	37.72	167	69	35	193	328	133	295	0.005	42.4
unnamed	gi|259491502|sp|C4L8X4.1|IF2_TOLAT	36.69	139	76	12	197	329	172	304	1.0	35.0
unnamed	gi|259491502|sp|C4L8X4.1|IF2_TOLAT	36.51	126	70	10	194	313	183	304	5.2	32.7
unnamed	gi|134204|sp|P04928.1|SANT_PLAFN	37.18	156	96	2	183	338	87	240	3e-06	52.0
unnamed	gi|134204|sp|P04928.1|SANT_PLAFN	36.77	155	91	7	191	338	111	265	3e-06	52.0
unnamed	gi|442570240|sp|Q75CK5.2|NST1_ASHGO	38.24	102	63	0	229	330	616	717	0.002	43.9
unnamed	gi|442570240|sp|Q75CK5.2|NST1_ASHGO	36.89	103	65	0	197	299	624	726	0.008	42.0
unnamed	gi|442570240|sp|Q75CK5.2|NST1_ASHGO	36.80	125	71	8	191	315	610	726	0.014	41.2
unnamed	gi|442570240|sp|Q75CK5.2|NST1_ASHGO	38.54	96	59	0	237	332	616	711	0.031	40.0
unnamed	gi|442570240|sp|Q75CK5.2|NST1_ASHGO	41.98	81	47	0	253	333	616	696	1.2	35.0
unnamed	gi|166232545|sp|A7MQE1.1|IF2_CROS8	34.48	145	81	14	201	332	135	278	0.009	41.6
unnamed	gi|166232545|sp|A7MQE1.1|IF2_CROS8	46.27	134	66	6	193	321	94	226	0.71	35.4
unnamed	gi|166232545|sp|A7MQE1.1|IF2_CROS8	46.27	134	66	6	201	329	94	226	0.71	35.4
unnamed	gi|166198944|sp|A7MZI5.1|IF2_VIBCB	39.18	97	55	4	217	313	124	216	0.013	41.2
unnamed	gi|166198944|sp|A7MZI5.1|IF2_VIBCB	39.22	102	54	8	241	336	124	223	0.040	39.7
unnamed	gi|166198944|sp|A7MZI5.1|IF2_VIBCB	41.67	96	46	10	193	281	124	216	0.25	37.0
unnamed	gi|166198944|sp|A7MZI5.1|IF2_VIBCB	37.59	133	75	8	212	338	79	209	0.78	35.4
unnamed	gi|74606816|sp|Q6CTC3.1|NST1_KLULA	35.94	192	114	9	167	352	644	832	0.019	40.8
unnamed	gi|166226244|sp|A0KNE3.1|IF2_AERHH	39.60	149	77	13	165	304	72	216	0.062	38.9
unnamed	gi|166226244|sp|A0KNE3.1|IF2_AERHH	40.85	142	77	7	215	353	82	219	2.1	34.3
unnamed	gi|7531145|sp|Q9ZF22.1|IF2_PROVU	41.78	146	80	5	191	333	101	244	0.45	36.2
unnamed	gi|74608897|sp|Q6FM98.1|NST1_CANGA	51.52	33	16	0	242	274	714	746	0.52	36.2
unnamed	gi|74608897|sp|Q6FM98.1|NST1_CANGA	51.52	33	16	0	250	282	714	746	0.52	36.2
unnamed	gi|74608897|sp|Q6FM98.1|NST1_CANGA	51.52	33	16	0	282	314	714	746	0.52	36.2
unnamed	gi|74608897|sp|Q6FM98.1|NST1_CANGA	52.94	34	16	0	217	250	713	746	0.65	35.8
unnamed	gi|1730751|sp|P53935.1|NST1_YEAST	47.06	34	18	0	218	251	694	727	0.72	35.8
unnamed	gi|1730751|sp|P53935.1|NST1_YEAST	47.06	34	18	0	250	283	694	727	0.72	35.8
unnamed	gi|171704578|sp|A6ZRZ0.1|NST1_YEAS7	47.06	34	18	0	218	251	694	727	0.72	35.8
unnamed	gi|171704578|sp|A6ZRZ0.1|NST1_YEAS7	47.06	34	18	0	250	283	694	727	0.72	35.8
unnamed	gi|172052491|sp|A6RW62.1|NST1_BOTFB	42.22	90	41	11	201	290	525	603	4.1	33.1
unnamed	gi|172052491|sp|A6RW62.1|NST1_BOTFB	44.83	87	35	13	193	274	525	603	9.0	32.0
