unnamed	gi|122145853|sp|Q1JQ97.1|BBS4_BOVIN	27.27	132	93	3	66	194	283	414	2e-07	54.7
unnamed	gi|37537790|sp|Q8C1Z7.1|BBS4_MOUSE	28.16	103	74	0	66	168	283	385	3e-07	53.5
unnamed	gi|74964354|sp|Q20144.2|TMTC1_CAEEL	26.09	138	98	4	65	200	410	545	4e-07	53.5
unnamed	gi|74964354|sp|Q20144.2|TMTC1_CAEEL	23.33	150	108	7	54	203	467	609	5e-04	44.3
unnamed	gi|160359000|sp|Q96RK4.2|BBS4_HUMAN	26.00	150	108	3	48	194	265	414	7e-07	52.8
unnamed	gi|145558859|sp|A1Z8E9.1|BBS4_DROME	24.11	141	100	7	65	201	192	329	1e-06	52.0
unnamed	gi|145558859|sp|A1Z8E9.1|BBS4_DROME	30.00	110	76	1	51	159	281	390	0.003	41.6
unnamed	gi|12643907|sp|Q9USI5.1|STI1_SCHPO	30.91	110	70	6	53	159	2	108	2e-06	51.6
unnamed	gi|74582614|sp|O74985.1|NAT1_SCHPO	27.27	121	82	6	94	208	17	137	2e-06	51.6
unnamed	gi|134035048|sp|Q8BRH0.2|TMTC3_MOUSE	27.88	104	71	4	131	230	427	530	3e-06	50.8
unnamed	gi|134035048|sp|Q8BRH0.2|TMTC3_MOUSE	26.12	134	96	3	78	208	593	726	1e-05	49.3
unnamed	gi|134035048|sp|Q8BRH0.2|TMTC3_MOUSE	23.70	135	102	1	82	215	528	662	0.010	40.4
unnamed	gi|134035048|sp|Q8BRH0.2|TMTC3_MOUSE	22.03	118	89	3	71	186	691	807	4.0	32.3
unnamed	gi|74676201|sp|O94474.1|SKI3_SCHPO	25.00	148	99	12	73	208	870	1017	4e-06	50.8
unnamed	gi|75325353|sp|Q6YZI0.1|SPY_ORYSJ	25.90	166	114	9	66	222	224	389	6e-06	50.4
unnamed	gi|75325353|sp|Q6YZI0.1|SPY_ORYSJ	21.56	218	150	21	13	222	41	245	0.026	38.9
unnamed	gi|75325353|sp|Q6YZI0.1|SPY_ORYSJ	21.31	122	95	1	53	173	320	441	0.20	36.2
unnamed	gi|75325353|sp|Q6YZI0.1|SPY_ORYSJ	22.90	131	88	13	79	209	291	408	0.22	36.2
unnamed	gi|75318818|sp|O82039.1|SPY_PETHY	24.84	153	107	8	78	222	107	259	7e-06	50.1
unnamed	gi|75318818|sp|O82039.1|SPY_PETHY	24.86	173	121	9	53	216	225	397	4e-04	44.7
unnamed	gi|75318818|sp|O82039.1|SPY_PETHY	27.19	114	81	2	92	204	305	417	0.001	43.1
unnamed	gi|75318818|sp|O82039.1|SPY_PETHY	24.24	99	75	0	53	151	334	432	0.050	38.1
unnamed	gi|75318818|sp|O82039.1|SPY_PETHY	29.59	98	68	1	98	194	344	441	0.18	36.6
unnamed	gi|75318818|sp|O82039.1|SPY_PETHY	24.74	97	73	0	111	207	181	277	0.57	35.0
unnamed	gi|75318847|sp|O82422.1|SPY_HORVU	25.13	195	135	11	32	217	192	384	9e-06	49.7
unnamed	gi|75318847|sp|O82422.1|SPY_HORVU	25.25	99	74	0	53	151	320	418	0.007	40.8
unnamed	gi|75318847|sp|O82422.1|SPY_HORVU	24.80	125	81	13	79	203	291	402	0.014	39.7
unnamed	gi|75318847|sp|O82422.1|SPY_HORVU	21.62	148	109	7	71	211	86	233	0.017	39.7
unnamed	gi|75318847|sp|O82422.1|SPY_HORVU	28.42	95	67	1	98	191	330	424	0.16	36.6
unnamed	gi|75318847|sp|O82422.1|SPY_HORVU	22.40	125	97	0	83	207	139	263	3.1	32.7
unnamed	gi|281312186|sp|A7Z061.1|CDC27_BOVIN	21.58	139	109	0	70	208	619	757	1e-05	49.3
unnamed	gi|281312187|sp|A2A6Q5.1|CDC27_MOUSE	21.58	139	109	0	70	208	619	757	1e-05	49.3
unnamed	gi|12644198|sp|P30260.2|CDC27_HUMAN	21.58	139	109	0	70	208	618	756	1e-05	49.3
unnamed	gi|81908662|sp|Q4V8A2.1|CDC27_RAT	21.58	139	109	0	70	208	618	756	1e-05	49.3
unnamed	gi|123910239|sp|Q28G25.1|BBS4_XENTR	22.99	174	126	8	49	222	263	428	1e-05	48.9
unnamed	gi|123910239|sp|Q28G25.1|BBS4_XENTR	29.41	68	48	0	128	195	240	307	0.58	34.7
unnamed	gi|75330646|sp|Q8RVB2.1|SPY_SOLLC	24.18	153	108	8	78	222	107	259	2e-05	48.5
unnamed	gi|75330646|sp|Q8RVB2.1|SPY_SOLLC	25.43	173	120	9	53	216	225	397	3e-04	45.1
unnamed	gi|75330646|sp|Q8RVB2.1|SPY_SOLLC	27.19	114	81	2	92	204	305	417	0.002	42.7
unnamed	gi|75330646|sp|Q8RVB2.1|SPY_SOLLC	23.26	129	94	5	53	176	334	462	0.041	38.5
unnamed	gi|75330646|sp|Q8RVB2.1|SPY_SOLLC	29.59	98	68	1	98	194	344	441	0.18	36.6
unnamed	gi|75330646|sp|Q8RVB2.1|SPY_SOLLC	24.74	97	73	0	111	207	181	277	0.30	35.8
unnamed	gi|75336082|sp|Q9M8Y0.1|SEC_ARATH	25.20	123	92	0	77	199	247	369	3e-05	48.1
unnamed	gi|75336082|sp|Q9M8Y0.1|SEC_ARATH	23.32	193	147	1	27	218	94	286	7e-05	47.0
unnamed	gi|75336082|sp|Q9M8Y0.1|SEC_ARATH	23.81	147	110	2	66	211	202	347	2e-04	45.8
unnamed	gi|75336082|sp|Q9M8Y0.1|SEC_ARATH	23.84	151	115	0	53	203	155	305	5e-04	44.3
unnamed	gi|75336082|sp|Q9M8Y0.1|SEC_ARATH	26.96	115	79	5	56	169	396	506	0.036	38.5
unnamed	gi|75336082|sp|Q9M8Y0.1|SEC_ARATH	21.28	141	111	0	71	211	275	415	0.072	37.7
unnamed	gi|75336082|sp|Q9M8Y0.1|SEC_ARATH	22.75	167	123	6	43	208	319	480	1.8	33.1
unnamed	gi|74758258|sp|Q6P3X3.1|TTC27_HUMAN	22.56	133	103	0	52	184	526	658	3e-05	47.8
unnamed	gi|74758258|sp|Q6P3X3.1|TTC27_HUMAN	27.56	127	87	5	29	153	538	661	5e-04	44.3
unnamed	gi|74758258|sp|Q6P3X3.1|TTC27_HUMAN	24.62	65	49	0	144	208	550	614	9.7	30.8
