unnamed	gi|81345710|sp|P71615.2|NRNA_MYCTU	28.57	308	202	18	46	345	38	335	6e-25	 107
unnamed	gi|81364713|sp|Q5SM25.1|NRNA_THET8	28.99	307	191	27	49	349	33	318	2e-17	85.1
unnamed	gi|2498554|sp|P75144.1|NRNA_MYCPN	26.07	303	209	15	38	335	18	310	4e-14	75.9
unnamed	gi|586814|sp|P37484.1|YYBT_BACSU	26.91	353	219	39	18	346	313	650	3e-11	68.2
unnamed	gi|55584157|sp|P22746.3|NRNA_MYCGE	24.50	302	208	20	34	327	6	295	3e-09	61.2
unnamed	gi|118574313|sp|Q6YRK2.2|RL9_ONYPE	23.77	345	216	47	13	333	355	676	3e-08	58.9
unnamed	gi|2496409|sp|Q49428.1|Y371_MYCGE	24.05	291	207	14	44	331	22	301	4e-08	57.8
unnamed	gi|118574297|sp|Q2NKC0.1|RL9_AYWBP	24.20	343	217	43	13	333	355	676	1e-07	57.0
unnamed	gi|122268113|sp|Q03M65.1|PPAC_STRTD	25.77	194	134	10	46	233	6	195	6e-07	53.9
unnamed	gi|81559781|sp|Q5M194.1|PPAC_STRT1	25.26	194	135	10	46	233	6	195	2e-06	52.0
unnamed	gi|81451380|sp|Q8DTN6.1|NRNA_STRMU	25.00	304	189	39	38	327	11	289	2e-05	49.3
unnamed	gi|7674163|sp|O68579.1|PPAC_STRMU	24.74	194	136	10	46	233	6	195	2e-05	49.3
unnamed	gi|81637579|sp|O34600.1|NRNA_BACSU	22.77	303	213	21	34	330	5	292	2e-05	49.3
unnamed	gi|46576995|sp|Q834N3.1|PPAC_ENTFA	23.53	153	109	8	46	194	6	154	6e-05	47.8
unnamed	gi|166221790|sp|A3CPM5.1|PPAC_STRSV	26.40	197	130	15	46	233	6	196	7e-05	47.4
unnamed	gi|8134643|sp|P95765.1|PPAC_STRGC	26.40	197	130	15	46	233	6	196	9e-05	47.4
unnamed	gi|166221791|sp|A4VWZ2.1|PPAC_STRSY	26.77	198	132	13	44	233	4	196	3e-04	45.4
unnamed	gi|54038855|sp|P65756.1|PPAC_STRR6	25.38	197	132	15	46	233	6	196	3e-04	45.4
unnamed	gi|2496410|sp|P75229.1|Y549_MYCPN	25.00	224	155	13	111	331	88	301	5e-04	45.1
unnamed	gi|166221789|sp|A4W395.1|PPAC_STRS2	26.77	198	132	13	44	233	4	196	7e-04	44.7
