unnamed	gi|6136158|sp|O83485.1|UVRC_TREPA	100.00	691	0	0	1	691	1	691	0.0	1429
unnamed	gi|81411542|sp|Q73JT1.1|UVRC_TREDE	51.37	656	295	24	9	659	8	644	0.0	 672
unnamed	gi|226698344|sp|B5RM14.1|UVRC_BORDL	32.40	642	358	76	19	656	16	585	1e-107	 345
unnamed	gi|226698345|sp|B5RRR0.1|UVRC_BORRA	32.24	642	359	76	19	656	16	585	5e-107	 344
unnamed	gi|189038016|sp|A6TVI7.1|UVRC_ALKMQ	32.94	674	350	102	19	658	12	617	2e-103	 335
unnamed	gi|119367672|sp|Q2RLU8.1|UVRC_MOOTA	34.35	658	356	76	19	664	11	604	1e-102	 333
unnamed	gi|189038017|sp|A8MJ06.1|UVRC_ALKOO	31.45	671	354	106	6	642	3	601	2e-102	 332
unnamed	gi|238689289|sp|B2S0F9.1|UVRC_BORHD	32.21	652	358	84	12	656	11	585	9e-99	 322
unnamed	gi|254764928|sp|B8I8F2.1|UVRC_CLOCE	31.60	652	348	98	19	643	12	592	5e-93	 307
unnamed	gi|119370542|sp|Q72DX8.2|UVRC_DESVH	30.92	663	398	60	19	643	10	650	3e-77	 266
unnamed	gi|119367676|sp|Q1D921.1|UVRC_MYXXD	30.93	708	374	115	19	687	13	644	8e-71	 248
unnamed	gi|32130303|sp|Q8R8M9.1|UVRC_CALS4	37.91	335	194	14	19	340	11	344	7e-67	 236
unnamed	gi|32130303|sp|Q8R8M9.1|UVRC_CALS4	34.22	225	123	25	438	642	376	595	2e-27	 121
unnamed	gi|90111061|sp|Q3AFE5.1|UVRC_CARHZ	37.98	337	199	10	10	337	2	337	4e-66	 234
unnamed	gi|90111061|sp|Q3AFE5.1|UVRC_CARHZ	38.91	221	119	16	438	646	373	589	5e-34	 140
unnamed	gi|119367671|sp|Q2NGT2.1|UVRC_METST	36.28	328	198	11	18	337	9	333	3e-65	 232
unnamed	gi|119367671|sp|Q2NGT2.1|UVRC_METST	39.61	255	140	14	412	656	338	588	1e-46	 178
unnamed	gi|21363070|sp|Q97LP6.1|UVRC_CLOAB	38.28	337	194	14	14	337	7	342	6e-65	 231
unnamed	gi|21363070|sp|Q97LP6.1|UVRC_CLOAB	31.28	243	144	23	435	657	375	614	6e-30	 129
unnamed	gi|8134792|sp|O26541.1|UVRC_METTH	36.88	320	196	6	19	335	11	327	7e-64	 228
unnamed	gi|8134792|sp|O26541.1|UVRC_METTH	35.42	271	164	11	375	644	297	557	1e-35	 145
unnamed	gi|90111066|sp|Q3Z770.1|UVRC_DEHM1	39.23	339	195	11	9	336	4	342	5e-63	 226
unnamed	gi|90111066|sp|Q3Z770.1|UVRC_DEHM1	38.65	207	119	8	439	638	380	585	2e-36	 148
unnamed	gi|8134793|sp|O51413.1|UVRC_BORBU	37.38	305	185	6	14	314	11	313	8e-63	 225
unnamed	gi|8134793|sp|O51413.1|UVRC_BORBU	33.86	254	160	8	416	665	346	595	6e-38	 152
unnamed	gi|189038037|sp|A6M2Y5.1|UVRC_CLOB8	37.46	331	195	12	19	337	12	342	2e-62	 224
unnamed	gi|189038037|sp|A6M2Y5.1|UVRC_CLOB8	35.71	238	132	21	440	658	380	615	2e-36	 148
unnamed	gi|119367630|sp|Q0SN50.2|UVRC_BORAP	37.05	305	186	6	14	314	11	313	4e-62	 223
unnamed	gi|119367630|sp|Q0SN50.2|UVRC_BORAP	32.30	291	185	12	383	665	309	595	1e-36	 148
