unnamed	gi|384872631|sp|Q44773.2|SMF_BORBU	31.90	279	180	10	15	291	4	274	5e-41	 150
unnamed	gi|401096|sp|P30852.1|SMF_ECOLI	35.37	229	144	4	72	296	57	285	6e-39	 145
unnamed	gi|3915864|sp|P39813.2|SMF_BACSU	38.61	202	122	2	93	293	85	285	4e-38	 141
unnamed	gi|1169419|sp|P43862.1|SMF_HAEIN	37.50	200	125	0	93	292	85	284	2e-37	 142
unnamed	gi|3914979|sp|P73345.1|SMF_SYNY3	46.67	180	91	5	84	259	80	258	2e-36	 139
unnamed	gi|614095038|sp|P9WL28.1|Y2896_MYCTO	35.14	222	130	14	84	292	74	294	7e-17	83.2
unnamed	gi|119370544|sp|Q5F928.2|UVRC_NEIG1	25.49	153	94	20	1	138	1	148	0.13	37.4
unnamed	gi|109895176|sp|Q3B2V9.1|THIC_PELLD	26.77	127	81	12	162	283	415	534	0.31	36.2
unnamed	gi|24212618|sp|Q9JU21.2|UVRC_NEIMA	24.18	153	96	20	1	138	1	148	0.72	35.0
unnamed	gi|238693392|sp|B4SDW6.1|RUVC_PELPB	26.53	98	59	13	166	262	16	101	2.1	32.7
unnamed	gi|22002030|sp|Q9ZE56.2|AAT_RICPR	39.02	41	24	1	123	162	333	373	2.5	33.1
unnamed	gi|81390293|sp|Q68XV9.1|AAT_RICTY	39.02	41	24	1	123	162	333	373	2.8	33.1
unnamed	gi|115502602|sp|Q46GN1.1|RBL_PROMT	32.91	79	43	10	79	151	75	149	3.0	33.1
unnamed	gi|122983932|sp|Q1G9P3.1|SYP_LACDA	30.77	65	45	0	7	71	11	75	3.1	33.1
unnamed	gi|122274963|sp|Q049U9.1|SYP_LACDB	30.77	65	45	0	7	71	11	75	3.1	33.1
unnamed	gi|238693367|sp|B4SBF6.1|THIC_PELPB	26.56	128	82	12	161	283	393	513	3.2	33.1
unnamed	gi|8134567|sp|O67606.1|METE_AQUAE	47.22	36	17	2	260	295	193	226	3.4	33.1
unnamed	gi|189030278|sp|A4SFM6.1|THIC_PROVI	30.43	69	40	8	162	229	415	476	4.8	32.3
unnamed	gi|41017133|sp|Q7VBR5.1|HSLO_PROMA	30.19	53	29	8	256	300	125	177	5.8	32.0
